bucket,category,name,id,price,confidence,specific,needs_supplier_confirmation,assigned,image,filename,source,source_page,source_asset,label,basis,original_url
"foto_specifica_o_quasi_specifica","speciali","Apollo","speciali-apollo-0","12","alta","true","false","true","../assets/pagnottella/images/products/insalata_apollo.jpg","insalata_apollo.jpg","associated-home","Home","home_apollo","Foto prodotto","Asset home Apollo mantenuto come riferimento per lo speciale.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1733913541674-LEKZU93QZGKVQJ2LGHN2/apollo_3.jpg"
"riuso_affine_per_ingrediente","insalate-carne","Giardiniera","insalate-carne-giardiniera-0","10","media","false","true","true","../assets/pagnottella/images/products/insalate_giardiniera__insalata_trapanese.jpg","insalate_giardiniera__insalata_trapanese.jpg","mapping-1to1","Insalate","insalata_trapanese","Foto associata","Foto Trapanese usata per insalate tonno/verdure/pesto affini.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341597598-9O2HBC5LSQNYBC3SG687/trapanese.jpg"
"riuso_affine_per_ingrediente","insalate-carne","Tartare","insalate-carne-tartare-3","11","media","false","true","true","../assets/pagnottella/images/products/insalate_tartare__insalata_salentina.jpg","insalate_tartare__insalata_salentina.jpg","mapping-1to1","Insalate","insalata_salentina_dscf3962","Foto associata","Foto Salentina usata per burrata/acciughe/capperi affini.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341641448-ERIUQ6ZDTVGB0K9D0OEJ/DSCF3962.jpg"
"riuso_affine_per_ingrediente","insalate-carne","Trevigiana","insalate-carne-trevigiana-4","10","bassa","false","true","true","../assets/pagnottella/images/products/insalate_trevigiana__asset_insalata_gorgonzola_non_menu.jpg","insalate_trevigiana__asset_insalata_gorgonzola_non_menu.jpg","mapping-1to1","Insalate","insalata_unmatched_gorgonzola","Foto associata","Asset insalata gorgonzola non presente nel menu ma visivamente affine.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341796636-YOBM8D003EPXBSW3IPRM/insalata_gorgonzola_2.jpg"
"riuso_affine_per_ingrediente","insalate-pesce","Lampedusa","insalate-pesce-lampedusa-8","11","media","false","true","true","../assets/pagnottella/images/products/insalate_lampedusa__insalata_trapanese.jpg","insalate_lampedusa__insalata_trapanese.jpg","mapping-1to1","Insalate","insalata_trapanese","Foto associata","Foto Trapanese usata per insalate tonno/verdure/pesto affini.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341597598-9O2HBC5LSQNYBC3SG687/trapanese.jpg"
"riuso_affine_per_ingrediente","insalate-pesce","Pantelleria","insalate-pesce-pantelleria-11","11","bassa","false","true","true","../assets/pagnottella/images/products/insalate_pantelleria__insalata_cefalu.jpg","insalate_pantelleria__insalata_cefalu.jpg","mapping-1to1","Insalate","insalata_cefalu_dscf9302","Foto associata","Preview conservativa: immagine mantenuta come riuso affine, non come foto specifica verificata dal sito. Foto Cefalu/pesce spada usata per prodotti con pesce spada.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341646194-RUG4C2J6ZQBUI485YMKR/DSCF9302.jpg"
"riuso_affine_per_ingrediente","insalate-pesce","Sicula","insalate-pesce-sicula-14","10","media","false","true","true","../assets/pagnottella/images/products/insalate_sicula__insalata_salentina.jpg","insalate_sicula__insalata_salentina.jpg","mapping-1to1","Insalate","insalata_salentina_dscf3962","Foto associata","Foto Salentina usata per burrata/acciughe/capperi affini.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341641448-ERIUQ6ZDTVGB0K9D0OEJ/DSCF3962.jpg"
"riuso_affine_per_ingrediente","insalate-pesce","Siracusa","insalate-pesce-siracusa-15","9","media","false","true","true","../assets/pagnottella/images/products/insalate_siracusa__insalata_salentina.jpg","insalate_siracusa__insalata_salentina.jpg","mapping-1to1","Insalate","insalata_salentina_dscf3962","Foto associata","Foto Salentina usata per burrata/acciughe/capperi affini.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341641448-ERIUQ6ZDTVGB0K9D0OEJ/DSCF3962.jpg"
"riuso_affine_per_ingrediente","insalate-pesce","Sportiva","insalate-pesce-sportiva-16","12","bassa","false","true","true","../assets/pagnottella/images/products/insalate_sportiva__asset_insalata_gorgonzola_non_menu.jpg","insalate_sportiva__asset_insalata_gorgonzola_non_menu.jpg","mapping-1to1","Insalate","insalata_unmatched_gorgonzola","Foto associata","Asset insalata gorgonzola non presente nel menu ma visivamente affine.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341796636-YOBM8D003EPXBSW3IPRM/insalata_gorgonzola_2.jpg"
"riuso_affine_per_ingrediente","insalate-veg","Burrata","insalate-veg-burrata-0","11","media","false","true","true","../assets/pagnottella/images/products/insalate_burrata__insalata_salentina.jpg","insalate_burrata__insalata_salentina.jpg","mapping-1to1","Insalate","insalata_salentina_dscf3962","Foto associata","Foto Salentina usata per burrata/acciughe/capperi affini.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341641448-ERIUQ6ZDTVGB0K9D0OEJ/DSCF3962.jpg"
"riuso_affine_per_ingrediente","panini-carne","Brontolo","panini-carne-brontolo-2","7","bassa","false","true","true","../assets/pagnottella/images/products/panini_brontolo__panino_brontolo_probabile.jpg","panini_brontolo__panino_brontolo_probabile.jpg","mapping-1to1","Panini","panini_brontolo_img1441","Foto associata","Preview conservativa: immagine mantenuta come riuso affine, non come foto specifica verificata dal sito. Associazione gia presente nella mappatura originale: nome file ufficiale o corrispondenza visiva forte.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687337807126-3RCGVSO1HZIL2Y211EGE/IMG_1441.jpg"
"riuso_affine_per_ingrediente","panini-carne","Dolcetto","panini-carne-dolcetto-7","8","bassa","false","true","true","../assets/pagnottella/images/products/panini_dolcetto__panino_brontolo_probabile.jpg","panini_dolcetto__panino_brontolo_probabile.jpg","mapping-1to1","Panini","panini_brontolo_img1441","Foto associata","Foto panino mortadella/noci usata per ingredienti grassi/cremosi affini.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687337807126-3RCGVSO1HZIL2Y211EGE/IMG_1441.jpg"
"riuso_affine_per_ingrediente","panini-carne","Goloso","panini-carne-goloso-10","8","media","false","true","true","../assets/pagnottella/images/products/panini_goloso__panino_brontolo_probabile.jpg","panini_goloso__panino_brontolo_probabile.jpg","mapping-1to1","Panini","panini_brontolo_img1441","Foto associata","Nessuna foto Goloso; usata foto panino mortadella affine.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687337807126-3RCGVSO1HZIL2Y211EGE/IMG_1441.jpg"
"riuso_affine_per_ingrediente","panini-carne","Norcino","panini-carne-norcino-15","7","bassa","false","true","true","../assets/pagnottella/images/products/panini_norcino__panino_brontolo_probabile.jpg","panini_norcino__panino_brontolo_probabile.jpg","mapping-1to1","Panini","panini_brontolo_img1441","Foto associata","Foto panino mortadella/noci usata per ingredienti grassi/cremosi affini.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687337807126-3RCGVSO1HZIL2Y211EGE/IMG_1441.jpg"
"riuso_affine_per_ingrediente","panini-carne","Tirolo","panini-carne-tirolo-25","8","bassa","false","true","true","../assets/pagnottella/images/products/panini_tirolo__panino_brontolo_probabile.jpg","panini_tirolo__panino_brontolo_probabile.jpg","mapping-1to1","Panini","panini_brontolo_img1441","Foto associata","Foto panino mortadella/noci usata per ingredienti grassi/cremosi affini.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687337807126-3RCGVSO1HZIL2Y211EGE/IMG_1441.jpg"
"riuso_affine_per_ingrediente","panini-carne","Toscano","panini-carne-toscano-28","8","bassa","false","true","true","../assets/pagnottella/images/products/panini_toscano__panino_toscanaccio.jpg","panini_toscano__panino_toscanaccio.jpg","mapping-1to1","Home","home_toscanaccio","Foto associata","Preview conservativa: immagine mantenuta come riuso affine, non come foto specifica verificata dal sito. Foto Toscanaccio/finocchiona disponibile e coerente con ingredienti.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1708349844523-PM8UKIU0C2V7OSB5J32P/toscanaccio.jpg"
"riuso_affine_per_ingrediente","panini-carne","Trevigiano","panini-carne-trevigiano-31","8","bassa","false","true","true","../assets/pagnottella/images/products/panini_trevigiano__panino_brontolo_probabile.jpg","panini_trevigiano__panino_brontolo_probabile.jpg","mapping-1to1","Panini","panini_brontolo_img1441","Foto associata","Foto panino mortadella/noci usata per ingredienti grassi/cremosi affini.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687337807126-3RCGVSO1HZIL2Y211EGE/IMG_1441.jpg"
"riuso_affine_per_ingrediente","panini-pesce","Lampedusa","panini-pesce-lampedusa-2","9","media","false","true","true","../assets/pagnottella/images/products/panini_lampedusa__panino_messicano.jpg","panini_lampedusa__panino_messicano.jpg","mapping-1to1","Panini","panini_messicano_dscf7425","Foto associata","Foto Messicano usata per panini con tonno/guacamole o profilo pesce simile.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687337627814-2Y536XYYBYCYKGYYMP9M/DSCF7425.jpg"
"riuso_affine_per_ingrediente","panini-pesce","Maestrale","panini-pesce-maestrale-3","7","media","false","true","true","../assets/pagnottella/images/products/panini_maestrale__panino_messicano.jpg","panini_maestrale__panino_messicano.jpg","mapping-1to1","Panini","panini_messicano_dscf7425","Foto associata","Foto Messicano usata per panini con tonno/guacamole o profilo pesce simile.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687337627814-2Y536XYYBYCYKGYYMP9M/DSCF7425.jpg"
"riuso_affine_per_ingrediente","panini-pesce","Mediterraneo","panini-pesce-mediterraneo-5","7","media","false","true","true","../assets/pagnottella/images/products/panini_mediterraneo__panino_messicano.jpg","panini_mediterraneo__panino_messicano.jpg","mapping-1to1","Panini","panini_messicano_dscf7425","Foto associata","Foto Messicano usata per panini con tonno/guacamole o profilo pesce simile.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687337627814-2Y536XYYBYCYKGYYMP9M/DSCF7425.jpg"
"riuso_affine_per_ingrediente","panini-pesce","Messicano","panini-pesce-messicano-6","8","bassa","false","true","true","../assets/pagnottella/images/products/panini_messicano__panino_messicano.jpg","panini_messicano__panino_messicano.jpg","mapping-1to1","Panini","panini_messicano_dscf7425","Foto associata","Preview conservativa: immagine mantenuta come riuso affine, non come foto specifica verificata dal sito. Associazione gia presente nella mappatura originale: nome file ufficiale o corrispondenza visiva forte.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687337627814-2Y536XYYBYCYKGYYMP9M/DSCF7425.jpg"
"riuso_affine_per_ingrediente","panini-pesce","Parigino","panini-pesce-parigino-9","7","media","false","true","true","../assets/pagnottella/images/products/panini_parigino__panino_messicano.jpg","panini_parigino__panino_messicano.jpg","mapping-1to1","Panini","panini_messicano_dscf7425","Foto associata","Foto Messicano usata per panini con tonno/guacamole o profilo pesce simile.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687337627814-2Y536XYYBYCYKGYYMP9M/DSCF7425.jpg"
"riuso_affine_per_ingrediente","panini-pesce","San Jose","panini-pesce-san-jose-11","9","media","false","true","true","../assets/pagnottella/images/products/panini_san_jose__panino_messicano.jpg","panini_san_jose__panino_messicano.jpg","mapping-1to1","Panini","panini_messicano_dscf7425","Foto associata","Foto Messicano usata per panini con tonno/guacamole o profilo pesce simile.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687337627814-2Y536XYYBYCYKGYYMP9M/DSCF7425.jpg"
"riuso_affine_per_ingrediente","panini-pesce","Scirocco","panini-pesce-scirocco-12","10","media","false","true","true","../assets/pagnottella/images/products/panini_scirocco__panino_messicano.jpg","panini_scirocco__panino_messicano.jpg","mapping-1to1","Panini","panini_messicano_dscf7425","Foto associata","Foto Messicano usata per panini con tonno/guacamole o profilo pesce simile.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687337627814-2Y536XYYBYCYKGYYMP9M/DSCF7425.jpg"
"riuso_affine_per_ingrediente","panini-pesce","Verduzzo","panini-pesce-verduzzo-13","8","media","false","true","true","../assets/pagnottella/images/products/panini_verduzzo__panino_messicano.jpg","panini_verduzzo__panino_messicano.jpg","mapping-1to1","Panini","panini_messicano_dscf7425","Foto associata","Foto Messicano usata per panini con tonno/guacamole o profilo pesce simile.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687337627814-2Y536XYYBYCYKGYYMP9M/DSCF7425.jpg"
"riuso_affine_per_ingrediente","panini-veg","Caprese","panini-veg-caprese-2","7","media","false","true","true","../assets/pagnottella/images/products/panini_caprese__panino_burrata.jpg","panini_caprese__panino_burrata.jpg","mapping-1to1","Panini","panini_burrata_dscf8503","Foto associata","Foto Burrata usata per panini vegetariani o mozzarella/pomodoro affini.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687337806242-QRTKSCRHFYN3AQS4L821/DSCF8503.jpg"
"riuso_affine_per_ingrediente","panini-veg","Tricolore","panini-veg-tricolore-5","7","media","false","true","true","../assets/pagnottella/images/products/panini_tricolore__panino_burrata.jpg","panini_tricolore__panino_burrata.jpg","mapping-1to1","Panini","panini_burrata_dscf8503","Foto associata","Foto Burrata usata per panini vegetariani o mozzarella/pomodoro affini.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687337806242-QRTKSCRHFYN3AQS4L821/DSCF8503.jpg"
"riuso_affine_per_ingrediente","panini-veg","VEG","panini-veg-veg-6","8","media","false","true","true","../assets/pagnottella/images/products/panini_veg__panino_messicano.jpg","panini_veg__panino_messicano.jpg","mapping-1to1","Panini","panini_messicano_dscf7425","Foto associata","Foto Messicano usata per panini con tonno/guacamole o profilo pesce simile.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687337627814-2Y536XYYBYCYKGYYMP9M/DSCF7425.jpg"
"fallback_categoria","insalate-carne","Leggera","insalate-carne-leggera-1","9","bassa","false","true","true","../assets/pagnottella/images/products/insalate_leggera__asset_home_vitella_insalata.jpg","insalate_leggera__asset_home_vitella_insalata.jpg","mapping-1to1","Home","home_vitella_insalata","Foto categoria","Default insalate di carne per assenza di foto specifica.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1733913819124-6F2GES795B4JPNYTT4UZ/vitella_insalata.jpg"
"fallback_categoria","insalate-carne","Newyorkese","insalate-carne-newyorkese-6","11","bassa","false","true","true","../assets/pagnottella/images/products/insalate_newyorkese__asset_home_vitella_insalata.jpg","insalate_newyorkese__asset_home_vitella_insalata.jpg","mapping-1to1","Home","home_vitella_insalata","Foto categoria","Default insalate di carne per assenza di foto specifica.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1733913819124-6F2GES795B4JPNYTT4UZ/vitella_insalata.jpg"
"fallback_categoria","insalate-carne","Suprema","insalate-carne-suprema-2","10","bassa","false","true","true","../assets/pagnottella/images/products/insalate_suprema__insalata_reginella.jpg","insalate_suprema__insalata_reginella.jpg","mapping-1to1","Insalate","insalata_reginella_dscf7331","Foto categoria","Foto Reginella usata come default insalate vegetariane/formaggio/verdure.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341540039-MUG7YLZM6E4THD2RNKXH/DSCF7331.jpg"
"fallback_categoria","insalate-carne","Valtellina","insalate-carne-valtellina-5","11","bassa","false","true","true","../assets/pagnottella/images/products/insalate_valtellina__asset_home_vitella_insalata.jpg","insalate_valtellina__asset_home_vitella_insalata.jpg","mapping-1to1","Home","home_vitella_insalata","Foto categoria","Default insalate di carne per assenza di foto specifica.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1733913819124-6F2GES795B4JPNYTT4UZ/vitella_insalata.jpg"
"fallback_categoria","insalate-pesce","Asiatica","insalate-pesce-asiatica-0","10","bassa","false","true","true","../assets/pagnottella/images/products/insalate_asiatica__insalata_trapanese.jpg","insalate_asiatica__insalata_trapanese.jpg","mapping-1to1","Insalate","insalata_trapanese","Foto categoria","Default insalate di pesce per assenza di foto specifica.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341597598-9O2HBC5LSQNYBC3SG687/trapanese.jpg"
"fallback_categoria","insalate-pesce","Delicata","insalate-pesce-delicata-3","10","bassa","false","true","true","../assets/pagnottella/images/products/insalate_delicata__insalata_reginella.jpg","insalate_delicata__insalata_reginella.jpg","mapping-1to1","Insalate","insalata_reginella_dscf7331","Foto categoria","Foto Reginella usata come default insalate vegetariane/formaggio/verdure.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341540039-MUG7YLZM6E4THD2RNKXH/DSCF7331.jpg"
"fallback_categoria","insalate-pesce","Estiva","insalate-pesce-estiva-4","10","bassa","false","true","true","../assets/pagnottella/images/products/insalate_estiva__insalata_reginella.jpg","insalate_estiva__insalata_reginella.jpg","mapping-1to1","Insalate","insalata_reginella_dscf7331","Foto categoria","Foto Reginella usata come default insalate vegetariane/formaggio/verdure.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341540039-MUG7YLZM6E4THD2RNKXH/DSCF7331.jpg"
"fallback_categoria","insalate-pesce","Fresca","insalate-pesce-fresca-5","10","bassa","false","true","true","../assets/pagnottella/images/products/insalate_fresca__insalata_reginella.jpg","insalate_fresca__insalata_reginella.jpg","mapping-1to1","Insalate","insalata_reginella_dscf7331","Foto categoria","Foto Reginella usata come default insalate vegetariane/formaggio/verdure.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341540039-MUG7YLZM6E4THD2RNKXH/DSCF7331.jpg"
"fallback_categoria","insalate-pesce","Hawaii","insalate-pesce-hawaii-6","11","bassa","false","true","true","../assets/pagnottella/images/products/insalate_hawaii__insalata_trapanese.jpg","insalate_hawaii__insalata_trapanese.jpg","mapping-1to1","Insalate","insalata_trapanese","Foto categoria","Default insalate di pesce per assenza di foto specifica.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341597598-9O2HBC5LSQNYBC3SG687/trapanese.jpg"
"fallback_categoria","insalate-pesce","Isolana","insalate-pesce-isolana-7","9","bassa","false","true","true","../assets/pagnottella/images/products/insalate_isolana__insalata_reginella.jpg","insalate_isolana__insalata_reginella.jpg","mapping-1to1","Insalate","insalata_reginella_dscf7331","Foto categoria","Foto Reginella usata come default insalate vegetariane/formaggio/verdure.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341540039-MUG7YLZM6E4THD2RNKXH/DSCF7331.jpg"
"fallback_categoria","insalate-pesce","Mediterranea","insalate-pesce-mediterranea-9","9","bassa","false","true","true","../assets/pagnottella/images/products/insalate_mediterranea__insalata_trapanese.jpg","insalate_mediterranea__insalata_trapanese.jpg","mapping-1to1","Insalate","insalata_trapanese","Foto categoria","Default insalate di pesce per assenza di foto specifica.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341597598-9O2HBC5LSQNYBC3SG687/trapanese.jpg"
"fallback_categoria","insalate-pesce","Osaka","insalate-pesce-osaka-10","11","bassa","false","true","true","../assets/pagnottella/images/products/insalate_osaka__insalata_trapanese.jpg","insalate_osaka__insalata_trapanese.jpg","mapping-1to1","Insalate","insalata_trapanese","Foto categoria","Default insalate di pesce per assenza di foto specifica.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341597598-9O2HBC5LSQNYBC3SG687/trapanese.jpg"
"fallback_categoria","insalate-pesce","San Jose","insalate-pesce-san-jose-13","11","bassa","false","true","true","../assets/pagnottella/images/products/insalate_san_jose__insalata_trapanese.jpg","insalate_san_jose__insalata_trapanese.jpg","mapping-1to1","Insalate","insalata_trapanese","Foto categoria","Default insalate di pesce per assenza di foto specifica.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341597598-9O2HBC5LSQNYBC3SG687/trapanese.jpg"
"fallback_categoria","insalate-pesce","Vanitosa","insalate-pesce-vanitosa-18","10","bassa","false","true","true","../assets/pagnottella/images/products/insalate_vanitosa__insalata_trapanese.jpg","insalate_vanitosa__insalata_trapanese.jpg","mapping-1to1","Insalate","insalata_trapanese","Foto categoria","Default insalate di pesce per assenza di foto specifica.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341597598-9O2HBC5LSQNYBC3SG687/trapanese.jpg"
"fallback_categoria","insalate-veg","Caprese","insalate-veg-caprese-1","9","bassa","false","true","true","../assets/pagnottella/images/products/insalate_caprese__insalata_reginella.jpg","insalate_caprese__insalata_reginella.jpg","mapping-1to1","Insalate","insalata_reginella_dscf7331","Foto categoria","Foto Reginella usata come default insalate vegetariane/formaggio/verdure.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341540039-MUG7YLZM6E4THD2RNKXH/DSCF7331.jpg"
"fallback_categoria","insalate-veg","Greca","insalate-veg-greca-2","9","bassa","false","true","true","../assets/pagnottella/images/products/insalate_greca__insalata_reginella.jpg","insalate_greca__insalata_reginella.jpg","mapping-1to1","Insalate","insalata_reginella_dscf7331","Foto categoria","Foto Reginella usata come default insalate vegetariane/formaggio/verdure.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341540039-MUG7YLZM6E4THD2RNKXH/DSCF7331.jpg"
"fallback_categoria","insalate-veg","Ortolana","insalate-veg-ortolana-3","10","bassa","false","true","true","../assets/pagnottella/images/products/insalate_ortolana__insalata_reginella.jpg","insalate_ortolana__insalata_reginella.jpg","mapping-1to1","Insalate","insalata_reginella_dscf7331","Foto categoria","Foto Reginella usata come default insalate vegetariane/formaggio/verdure.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341540039-MUG7YLZM6E4THD2RNKXH/DSCF7331.jpg"
"fallback_categoria","insalate-veg","Vegetariana","insalate-veg-vegetariana-5","9","bassa","false","true","true","../assets/pagnottella/images/products/insalate_vegetariana__insalata_reginella.jpg","insalate_vegetariana__insalata_reginella.jpg","mapping-1to1","Insalate","insalata_reginella_dscf7331","Foto categoria","Foto Reginella usata come default insalate vegetariane/formaggio/verdure.","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341540039-MUG7YLZM6E4THD2RNKXH/DSCF7331.jpg"
